,date,tweet,cleaned_tweet
1270,2021-10-01 11:25:21,Update on #saitama 01/10 03:00 UTC on H4 chart.  Market still ranging. Watch the price action. Look at support &amp; resistance for yr trading plan.  #SaitamaWolfPack #ETH #BTC #Binance #BinanceNFT #BSC #altcoin #cryptocurrencies #Crypto #Cryptoart #NFTGiveaways #NFTs #NFA #DYOR  https://t.co/u6uHVbhUla,Update on  01/10 03:00 UTC on H4 chart.  Market still ranging. Watch the price action. Look at support &amp; resistance for yr trading plan.                 
1272,2021-10-01 11:24:46,"Always wanted to win a game of #chess with the ol' mate in 4 sequence, but not against my daughter! 1. d4 g5 2. Bxg4 f5 3. e4 fxe4 4. Qh5# 😭🤦‍♂️  https://t.co/ah4dJpcvVS","Always wanted to win a game of  with the ol' mate in 4 sequence, but not against my daughter! 1. d4 g5 2. Bxg4 f5 3. e4 fxe4 4. Qh5# 😭🤦‍♂️  "
1273,2021-10-01 11:22:18,"On Jan 7th, Chamath Palhapitiya said in a CNBC interview that he was not gonna sell a single share of $TSLA. Yesterday he said that he sold ALL his TSLA “over the last year”. Something doesn’t add up 🤷‍♂️","On Jan 7th, Chamath Palhapitiya said in a CNBC interview that he was not gonna sell a single share of $TSLA. Yesterday he said that he sold ALL his TSLA “over the last year”. Something doesn’t add up 🤷‍♂️"
1274,2021-10-01 11:21:03,"#CryptoNews #BitcoinNews Following the finding of #Bitcoin miners in the basement of the Tehran Stock Exchange, the CEO resigns.   https://t.co/ddA39UOclH","  Following the finding of  miners in the basement of the Tehran Stock Exchange, the CEO resigns.   "
1275,2021-10-01 11:20:37,"Here’s 2 charts showing why #BTC is positioned for significant upside. Spot exchange reserves have been trending lower, making new multi year lows. Since 52.9k, spot reserves are down by 15,316 #BTC. Mean Coin Age continues making new highs confirming older coins are #HODLing  https://t.co/V6zvtB1GM3","Here’s 2 charts showing why  is positioned for significant upside. Spot exchange reserves have been trending lower, making new multi year lows. Since 52.9k, spot reserves are down by 15,316 . Mean Coin Age continues making new highs confirming older coins are   "
1278,2021-10-01 11:18:57,Your uncle got your back  https://t.co/52Tpy6IjgP,Your uncle got your back  
1279,2021-10-01 11:18:50,(Punisher) new artwork available on @airnfts ONLY 0.05BNB #nft #nfts #nftartists #nftcollector #nftart #cryptoart #opensea #bsc #nftgiveaway #airnfts #NFTCommunity #NFTshill #AbstractNFT #Binance #BinanceNFT #rarible #BTC #NFTcollection #NFTcollectibles  https://t.co/zwWuoV571q,(Punisher) new artwork available on  ONLY 0.05BNB                     
1280,2021-10-01 11:17:55,@Che1167 @SideEyeGuy2 @donie @SenBlumenthal This industry has to be regulated.,    This industry has to be regulated.
1281,2021-10-01 11:17:42,October will be highly bullish  #XRP #BTC #HODL,October will be highly bullish    
1284,2021-10-01 11:17:05,[SCAN RESULTS - 15m]  Exchange: #KuCoin  Top 5 bullish trend (#BTC pair) 1: $KLV 2: $APL 3: $PRE 4: $QI 5: $NOIA  Top 5 bullish trend (#USDT pair) 1: $DPET 2: $API3 3: $GMEE 4: $BURP 5: $APL  Ranking for #KuCoin symbols not listed on #Binance,[SCAN RESULTS - 15m]  Exchange:   Top 5 bullish trend ( pair) 1: $KLV 2: $APL 3: $PRE 4: $QI 5: $NOIA  Top 5 bullish trend ( pair) 1: $DPET 2: $API3 3: $GMEE 4: $BURP 5: $APL  Ranking for  symbols not listed on 
1286,2021-10-01 11:16:44,Fantastic thread highlighting some of our episode with @jordanbpeterson on #Bitcoin,Fantastic thread highlighting some of our episode with  on 
1287,2021-10-01 11:16:33,"Bitcoin is up about 45% this year and nearly 300% over the past 12 months, according to CoinDesk.  https://t.co/fZJmPsfXZG","Bitcoin is up about 45% this year and nearly 300% over the past 12 months, according to CoinDesk.  "
1288,2021-10-01 11:16:24,December is the west coast meet up coalition in Costa Mesa  April is the country wide meet up coalition in Miami  Bitcoiners are the captains now,December is the west coast meet up coalition in Costa Mesa  April is the country wide meet up coalition in Miami  Bitcoiners are the captains now
1289,2021-10-01 11:15:59,It’s underrated how much of the innovator’s dilemma is ideological.  Microsoft was not only technologically opposed to Linux but more importantly ideologically (calling it “communist”).  A similar thing will happen with Bitcoin given the opposition to it is primarily ideological.,It’s underrated how much of the innovator’s dilemma is ideological.  Microsoft was not only technologically opposed to Linux but more importantly ideologically (calling it “communist”).  A similar thing will happen with Bitcoin given the opposition to it is primarily ideological.
1290,2021-10-01 11:15:43,Go out and there an get it guys - it's yours for the taking!  Stay hungry and keep learning.  🤝,Go out and there an get it guys - it's yours for the taking!  Stay hungry and keep learning.  🤝
1292,2021-10-01 11:15:10,It took nearly 13 years for Bitcoin to accumulate it's first terabyte of history.    Next target is to do this every 10 minutes. Looking forward to 2022.  https://t.co/hZafCKS2NT,It took nearly 13 years for Bitcoin to accumulate it's first terabyte of history.    Next target is to do this every 10 minutes. Looking forward to 2022.  
1294,2021-10-01 11:13:43,A somewhat different but nonetheless positive take on #NFTs.   https://t.co/6XHvV77NRt  #Bitcoin @AAXExchange @bryan_a_cheung @LeoAW @PeterMcCormack,A somewhat different but nonetheless positive take on .   
1295,2021-10-01 11:13:27,US housing market has a bunch of similarities to  China.  Fed has bought 800+ billion in MBS and agency MBS in the last year.  So much shit is out of whack.   🤡🌎  https://t.co/fhU2ZKf1aF,US housing market has a bunch of similarities to  China.  Fed has bought 800+ billion in MBS and agency MBS in the last year.  So much shit is out of whack.   🤡🌎  
1296,2021-10-01 11:12:12,"@Dennis_Porter_ @IwanRabbinstein So, just like every other tax then?","  So, just like every other tax then?"
1297,2021-10-01 11:12:05,"The original Bitcoin Family talking about $KAI @KardiaChain   Tune in!   👇🏻  WHY I LIKE KARDIACHAIN,  THÉ ACCESSIBLE BLOCKCHAIN FOR MILLIONS!!  https://t.co/3bJlWzJyZO via @YouTube","The original Bitcoin Family talking about $KAI    Tune in!   👇🏻  WHY I LIKE KARDIACHAIN,  THÉ ACCESSIBLE BLOCKCHAIN FOR MILLIONS!!  "
1302,2021-10-01 11:11:02,Ethereum and Bitcoin are the only coins that I'd give a 10/10 rating.,Ethereum and Bitcoin are the only coins that I'd give a 10/10 rating.
1304,2021-10-01 11:10:51,Will I reach 1500 followers today ?  ❤️+🔁,Will I reach 1500 followers today ?  ❤️+🔁
1307,2021-10-01 11:08:57,"Omg the CEO of Bitcoin likes our video! I hope I get a better Christmas bonus from the Bilderberg group this year, last year all I got was owning nothing and being happy about it!","Omg the CEO of Bitcoin likes our video! I hope I get a better Christmas bonus from the Bilderberg group this year, last year all I got was owning nothing and being happy about it!"
1308,2021-10-01 11:08:40,There will only be 21 million bitcoin,There will only be 21 million bitcoin
1309,2021-10-01 11:08:39,"We continue to educate as many people as possible, while helping them transition to work in bitcoin and crypto.  Students have received jobs at Coinbase, Gemini, BlockFi, Strike, Kraken, and many others.  APPLY FOR NEXT COHORT:  https://t.co/OCvxZj1Mx9","We continue to educate as many people as possible, while helping them transition to work in bitcoin and crypto.  Students have received jobs at Coinbase, Gemini, BlockFi, Strike, Kraken, and many others.  APPLY FOR NEXT COHORT:  "
1310,2021-10-01 11:08:23,PQ SPACES NÃO TEM A PORRA DE UM CHAT?,PQ SPACES NÃO TEM A PORRA DE UM CHAT?
1311,2021-10-01 11:08:19,"@crypt0snews They won't announce it until after $Eth is past $15k, and $BTC $100k+. They don't want 'normies' knowing what we already know."," They won't announce it until after $Eth is past $15k, and $BTC $100k+. They don't want 'normies' knowing what we already know."
1312,2021-10-01 11:08:16,Get ready y'all $BTC about to break out of the cup and handle.  https://t.co/kqhcbR1Vsi,Get ready y'all $BTC about to break out of the cup and handle.  
1314,2021-10-01 11:07:49,"Regardless of the final outcome, the determined community is always uplifting!  @kintsugi_btc has reached the top 200,000 KSM, with a total of 10,569 KSM raised through @ZenlinkPro #SlotVault.  ₑₓₚₑcₜ cₕₐₒₛ","Regardless of the final outcome, the determined community is always uplifting!   has reached the top 200,000 KSM, with a total of 10,569 KSM raised through  .  ₑₓₚₑcₜ cₕₐₒₛ"
1315,2021-10-01 11:07:44,Cardano price drops 20% in September: Will ADA recover in October?   #Cardano #cardanofeed #ADA #crypto #cardanocommunity #bitcoin #altcoin #blockchain #cryptocurrency #cryptonews #btc $ADA  https://t.co/p8Rfijxpn8,Cardano price drops 20% in September: Will ADA recover in October?              $ADA  
1316,2021-10-01 11:07:43,"$BTC (Update)  In 4H TF Chart, Trendline Breakout &amp; Retest Already Done But Bulls Still Struggling to Clear the Horizontal Resistance (44.2k)  If 4H Candle Closed Above the 44.2k, Next Stop would be 48k Resistance Area &amp; In Case of Rejection, #Bitcoin Might retest the 40k Area.  https://t.co/VOajraNifW","$BTC (Update)  In 4H TF Chart, Trendline Breakout &amp; Retest Already Done But Bulls Still Struggling to Clear the Horizontal Resistance (44.2k)  If 4H Candle Closed Above the 44.2k, Next Stop would be 48k Resistance Area &amp; In Case of Rejection,  Might retest the 40k Area.  "
1318,2021-10-01 11:07:36,#Bitcoin is the fusion of money and the internet., is the fusion of money and the internet.
1320,2021-10-01 11:04:27,@DylanLeClair_ @rleshner This is what fucking losers do instead of buying bitcoin,  This is what fucking losers do instead of buying bitcoin
1322,2021-10-01 11:04:07,wtf the moon landing is a bigger joke than covid?  say it ain't so :'(   https://t.co/XrnOPmyw4X,wtf the moon landing is a bigger joke than covid?  say it ain't so :'(   
1323,2021-10-01 11:04:00,"A story of $BTC analysts, pictured.  https://t.co/tpwOCKztUA","A story of $BTC analysts, pictured.  "
1324,2021-10-01 11:03:52,before i got into bitcoin i was __________.  now that i'm into bitcoin i'm __________.,before i got into bitcoin i was __________.  now that i'm into bitcoin i'm __________.
1325,2021-10-01 11:03:34,We'll know that we've won when The Federal Reserve announces that they've added Bitcoin and Ethereum to their balance sheet.,We'll know that we've won when The Federal Reserve announces that they've added Bitcoin and Ethereum to their balance sheet.
1326,2021-10-01 11:03:20,"🏅MEXC India Airdrop 🎉  🎁How to participate:  1️⃣ Retweet, tag 3 Friends &amp; comments 2️⃣ Join  https://t.co/Z6JkcXT3Lx 3️⃣ Join  https://t.co/GwUT98d6rG 4️⃣ Fill From  https://t.co/Url6qeywP1 🎁Random winner's will get $2 &amp; 👉must Join India telegram group   #MexcGlobal #MEXC #BTC","🏅MEXC India Airdrop 🎉  🎁How to participate:  1️⃣ Retweet, tag 3 Friends &amp; comments 2️⃣ Join  ️⃣ Join  ️⃣ Fill From  🎁Random winner's will get $2 &amp; 👉must Join India telegram group     "
1329,2021-10-01 11:01:28,"That cashier just asked me for $5 I think he lost everything, I gave him the link to my YouTube instead.  Teach a man to fish amirite  #Bitcoin","That cashier just asked me for $5 I think he lost everything, I gave him the link to my YouTube instead.  Teach a man to fish amirite  "
1331,2021-10-01 11:01:19,I want ETH and BTC sends now losers!,I want ETH and BTC sends now losers!
1334,2021-10-01 11:00:53,"bitcoin is amazing  19,928 💬      104,348❤️     37,293♻️","bitcoin is amazing  19,928 💬      104,348❤️     37,293♻️"
1335,2021-10-01 11:00:49,$BTC | $USD: #BTC is showing some signs of weakness here and has rejected at horizontal and diagonal resistance. If price fails to reclaim diagonal support a pullback towards 42.4k could be in the cards next. #Bitcoin  https://t.co/8TNWe2NBVE,$BTC | $USD:  is showing some signs of weakness here and has rejected at horizontal and diagonal resistance. If price fails to reclaim diagonal support a pullback towards 42.4k could be in the cards next.   
1336,2021-10-01 11:00:42,"A small risk, but if the NSA created bitcoin they would have 1M bitcoin.   Litecoin doesn’t have a founders stash so if the above is true then NSA doesn’t own any litecoin.   Just food for thought.","A small risk, but if the NSA created bitcoin they would have 1M bitcoin.   Litecoin doesn’t have a founders stash so if the above is true then NSA doesn’t own any litecoin.   Just food for thought."
1337,2021-10-01 11:00:37,"#NuevaFotoDePerfil   Fuck bitcoin, all my homies use cacao.  https://t.co/jSFQ4M4979","   Fuck bitcoin, all my homies use cacao.  "
1339,2021-10-01 10:59:36,"Our Robo-Advisor is live on our website!! 😎  Please remember it is just learning and over time, it will become an informative &amp; financially savvy bot!🧑‍🏫  Read More👇  https://t.co/gbiFK2jMfy  $BTC $ETH $BNB $BBANK  https://t.co/djgTrmEZrG","Our Robo-Advisor is live on our website!! 😎  Please remember it is just learning and over time, it will become an informative &amp; financially savvy bot!🧑‍🏫  Read More👇  $BTC $ETH $BNB $BBANK  "
