,date,tweet,cleaned_tweet,sentiment
1211,2021-10-01 11:46:07,@DanielJoe916 $40k is the $30k. Hold the line and #BTC looking good for Q4, $40k is the $30k. Hold the line and  looking good for Q4,0.017839431762695312
1212,2021-10-01 11:45:58,Whale found! #BTC on #Zilliqa  https://t.co/2UhPQ86j8J,Whale found!  on   ,0.010096311569213867
1213,2021-10-01 11:45:29,The future is full of dreams but are you dreaming?  #BTC #BNB #CAKE 🥞,The future is full of dreams but are you dreaming?     🥞,0.04033404588699341
1214,2021-10-01 11:45:11,"Bitcoin rises 5.2% to $43,717  https://t.co/g2Up89IyEx  https://t.co/xJEJhTukaw","Bitcoin rises 5.2% to $43,717  ://",0.00744175910949707
1215,2021-10-01 11:45:00,"📣 #NIMActive October 2021 is ON!  From October 1 to 31, 2021  Are you most active user in #Nimiq 's PH Telegram? Top active user will receive 4-digit NIM ⬣ ! Just play games, chat &amp; more! Join us to win NIM:  https://t.co/I8BToXT4Tl   Let's go #Bitcoin  @coinkit_ mon 1 100 $NIM  https://t.co/T4nlj79dMs","📣  October 2021 is ON!  From October 1 to 31, 2021  Are you most active user in  's PH Telegram? Top active user will receive 4-digit NIM ⬣ ! Just play games, chat &amp; more! Join us to win NIM:  's go    mon 1 100 $NIM  ",0.08167988061904907
1216,2021-10-01 11:44:40,@OzraeliAvi The wrong premier resigned today, The wrong premier resigned today,0.012166500091552734
1217,2021-10-01 11:44:35,"GM $RVP @Rev_Populi family. Welcome to Q4. Sit tight, buckle up, and enjoy your ride to the moon. #Bitcoin $SOL $ADA $FTM $UNI $DYDX","GM $RVP  family. Welcome to Q4. Sit tight, buckle up, and enjoy your ride to the moon.  $SOL $ADA $FTM $UNI $DYDX",0.9867156147956848
1218,2021-10-01 11:44:31,"When I’m scrolling social media, and see arbitrary lines drawn on a chart by a TA expert…I giggle. 🙅🏻‍♂️ Please don’t do this, market doesn’t care if you drew a line. And there are endless possibilities of how to draw them. #Crypto $btc  https://t.co/7UdbyKPaIU","When I’m scrolling social media, and see arbitrary lines drawn on a chart by a TA expert…I giggle. 🙅🏻‍♂️ Please don’t do this, market doesn’t care if you drew a line. And there are endless possibilities of how to draw them.  $btc  ",0.009886384010314941
1219,2021-10-01 11:44:26,Ian.BTC (Bitcoin guy) set to appear on SMTM 10  https://t.co/JadBVy9ZEg,Ian.BTC (Bitcoin guy) set to appear on SMTM 10  ,0.0020151138305664062
1221,2021-10-01 11:43:41,The U.S. national debt increases by roughly 2 BTC per second.,The U.S. national debt increases by roughly 2 BTC per second.,0.08626729249954224
1222,2021-10-01 11:43:28,"Boomers with their wealth could easily price the younger generation out of #bitcoin.  Thankfully most don’t get it, and the wealth transfer will happen while they look on stupified.","Boomers with their wealth could easily price the younger generation out of .  Thankfully most don’t get it, and the wealth transfer will happen while they look on stupified.",0.035858988761901855
1223,2021-10-01 11:43:19,"@DanielJoe916 Return/risk ratio for #BTC is high  Say 5-year target for BTC is $200k, risk is $20k, risk is potential loss 50%, but upside is 400% return.  At 10% inflation per year (conservative estimates), #fiat after 5 years it's 60% of original value. Guaranteed 40% loss, with ZERO upside."," Return/risk ratio for  is high  Say 5-year target for BTC is $200k, risk is $20k, risk is potential loss 50%, but upside is 400% return.  At 10% inflation per year (conservative estimates),  after 5 years it's 60% of original value. Guaranteed 40% loss, with ZERO upside.",0.010592222213745117
1224,2021-10-01 11:43:15,"“All patents do is they slow down competitors. It’s like you are a ship and you are dropping mines to slow down other ships. We don’t want to drop the mines. True competitive advantage is about your rate of innovation, not about how much you slow others down.” - Elon Musk","“All patents do is they slow down competitors. It’s like you are a ship and you are dropping mines to slow down other ships. We don’t want to drop the mines. True competitive advantage is about your rate of innovation, not about how much you slow others down.” - Elon Musk",0.040342509746551514
1226,2021-10-01 11:41:51,/biz/ everytime their bitcoin drops,/biz/ everytime their bitcoin drops,0.0011088252067565918
1227,2021-10-01 11:41:39,We live in a time where we can buy coffee with #Bitcoin at @Starbucks !  #InternationalCoffeeDay  https://t.co/XCz5CLVlnt,We live in a time where we can buy coffee with  at  !    ,0.016118526458740234
1228,2021-10-01 11:41:01,I have 100 acres that I'm willing to open source to bitcoiners.  Let's open source this land!!!  #bitcoin  https://t.co/te3TjrWIAh,I have 100 acres that I'm willing to open source to bitcoiners.  Let's open source this land!!!    ,0.03464829921722412
1229,2021-10-01 11:40:42,"We need to talk more about this  A sitting elected representative of the most powerful government in the world just seriously suggested America not only return to the gold standard  But also tie the USD, the most stable currency in mankind, to Bitcoin","We need to talk more about this  A sitting elected representative of the most powerful government in the world just seriously suggested America not only return to the gold standard  But also tie the USD, the most stable currency in mankind, to Bitcoin",0.4299975633621216
1230,2021-10-01 11:40:13,"Close above the rising trendline at 44k, 44.3k, and 45.1k and I will turn near term #bullish on #BTC technicals.  4 hour chart is slowly improving. Would like to see price push above the rising trendline, flip as support and start testing 44.3k and 45.1k.  https://t.co/S7woZK1pYz","Close above the rising trendline at 44k, 44.3k, and 45.1k and I will turn near term  on  technicals.  4 hour chart is slowly improving. Would like to see price push above the rising trendline, flip as support and start testing 44.3k and 45.1k.  ",0.7605844140052795
1231,2021-10-01 11:40:09,"If you don’t like what you think NFT energy usage is, wait ‘til you find out about container ship energy usage. Wayyyy higher than Bitcoin, and wayyyy less green -   https://t.co/PMLdx8KvDW","If you don’t like what you think NFT energy usage is, wait ‘til you find out about container ship energy usage. Wayyyy higher than Bitcoin, and wayyyy less green -   ",0.010079741477966309
1232,2021-10-01 11:39:00,$DOGE Higher risk then $BTC $ETH $LTC but drew a supply zone here (took upper wick then lowest body 2 candle basing) as supply zone which is roughly .297 or 30 cents pysch. Bottom demand zone is not fresh (been touched multiple times) so just there for demonstrative purposes.  https://t.co/0KgcoI4bgg,$DOGE Higher risk then $BTC $ETH $LTC but drew a supply zone here (took upper wick then lowest body 2 candle basing) as supply zone which is roughly .297 or 30 cents pysch. Bottom demand zone is not fresh (been touched multiple times) so just there for demonstrative purposes.  ,0.0017664432525634766
1233,2021-10-01 11:38:50,Trying to follow all the #Bitcoin maxis out there.,Trying to follow all the  maxis out there.,0.0006843805313110352
1234,2021-10-01 11:38:19,Every token listed on Saren has their Twitter feed automatically fetched to our platform!   One of our community's favourite features to give them a quick look at a token's community.   Try our app for free now  https://t.co/0HyBaVxDCA  #cryptocurrency #eth #bitcoin  #blockchain,Every token listed on Saren has their Twitter feed automatically fetched to our platform!   One of our community's favourite features to give them a quick look at a token's community.   Try our app for free now    ,0.7044668793678284
1235,2021-10-01 11:37:16,"Asking if #bitcoin is going over 100k is like asking if the sun is coming up the next morning. Tick tock, next block…","Asking if  is going over 100k is like asking if the sun is coming up the next morning. Tick tock, next block…",0.0025991201400756836
1236,2021-10-01 11:37:15,"Less than 60 hours left, one lucky winner!","Less than 60 hours left, one lucky winner!",0.9983201622962952
1237,2021-10-01 11:36:22,Squid Game: Nivel #Bitcoin  https://t.co/OrPF6QWoFd,Squid Game: Nivel   ,0.0028141140937805176
1240,2021-10-01 11:35:07,@BikesandBitcoin Lol. Why do I feel like I’m going to wake up with a dick drawn on my forehead?, Lol. Why do I feel like I’m going to wake up with a dick drawn on my forehead?,0.0038083791732788086
1241,2021-10-01 11:34:41,#Saitama $Saita #SaitamaWolfPack #Crypto #Saitama100k #cryptocurrencies #BTC Still looking very good.  I estimate we might be in for a ride in the next 2 to 3 days.  Might be sooner as @Saitamaguru1  releases more 💣 💣 💣  https://t.co/Lq3EnjzKXj, $Saita      Still looking very good.  I estimate we might be in for a ride in the next 2 to 3 days.  Might be sooner as   releases more 💣 💣 💣  ,0.9048224687576294
1242,2021-10-01 11:34:20,@BTCBullALTBear Good luck out there. We'll see you when you get back., Good luck out there. We'll see you when you get back.,0.9997478127479553
1243,2021-10-01 11:33:44,"Come join @BowTiedPatriot, @BowTiedMooneeb, @BowTiedArcticWo and I tomorrow morning at 11am EST as we gather MiamiCoin Intel from the Founder of FreeHold and MiamiCoin Community Lead himself @PatrickWStanley   Should be a fun one😆   https://t.co/ps05txKgAD","Come join , ,  and I tomorrow morning at 11am EST as we gather MiamiCoin Intel from the Founder of FreeHold and MiamiCoin Community Lead himself    Should be a fun one😆   ",0.993958592414856
1244,2021-10-01 11:33:16,You can not stop it.   #bitcoin,You can not stop it.   ,0.9826228618621826
1246,2021-10-01 11:32:18,"@AriZonanHODL I cooked down about five ounces into like maybe 350ml of propylene glycol. I usually take a tsp (5ml) if I want to feel like I ate a brownie. Just dude that, and instead of grabbing the water to wash it down with, I grabbed the fucking jar of PG and took a gulp. 😬"," I cooked down about five ounces into like maybe 350ml of propylene glycol. I usually take a tsp (5ml) if I want to feel like I ate a brownie. Just dude that, and instead of grabbing the water to wash it down with, I grabbed the fucking jar of PG and took a gulp. 😬",0.002290964126586914
1247,2021-10-01 11:31:43,"@88Adnanc @TechDev_52 Last bull run in 2017, alts peaked two weeks after btc.","  Last bull run in 2017, alts peaked two weeks after btc.",0.03693544864654541
1248,2021-10-01 11:31:32,"You can get chopped trading BitCoin and Etherium, or you can long the God Coin $OMG with us. Your decision. When you are ready, the Faith will welcome you with open arms. s/o @cryptoalle  https://t.co/YzaXfg6JM8","You can get chopped trading BitCoin and Etherium, or you can long the God Coin $OMG with us. Your decision. When you are ready, the Faith will welcome you with open arms. s/o   ",0.9991855025291443
1249,2021-10-01 11:31:22,Volcanic growth happening in El Salvador right now.  Remember this next time someone says that Bitcoin has no use case.,Volcanic growth happening in El Salvador right now.  Remember this next time someone says that Bitcoin has no use case.,0.01556384563446045
1250,2021-10-01 11:31:15,Bitcoin Crypto News: Fed’s Powell has no intent to ban Bitcoin or crypto  All eyes on Crypto Bitcoin NFT related stocks   https://t.co/VSDX2dOMva,Bitcoin Crypto News: Fed’s Powell has no intent to ban Bitcoin or crypto  All eyes on Crypto Bitcoin NFT related stocks   ,0.002407252788543701
1254,2021-10-01 11:29:27,Five mins and a few bucks to get another transaction from Bitcoin to $HMBL wallet. Notice the times of transactions and how fast it showed up! #Crypto #NFTs #defi  https://t.co/pBIKIQ6P4z,Five mins and a few bucks to get another transaction from Bitcoin to $HMBL wallet. Notice the times of transactions and how fast it showed up!     ,0.0020461082458496094
1256,2021-10-01 11:28:42,Smells $ELA breakout today right? @CryptoWizardd? #Elastos $BTC $ETH $ALTS #web3  https://t.co/QEqj95bXsF,Smells $ELA breakout today right? ?  $BTC $ETH $ALTS   ,0.0035205483436584473
1257,2021-10-01 11:28:21,"To be clear, I don’t really care what he does or doesn’t do when it comes to $TSLA. But he was someone I used to listen to sometimes, I won’t be anymore.","To be clear, I don’t really care what he does or doesn’t do when it comes to $TSLA. But he was someone I used to listen to sometimes, I won’t be anymore.",0.0068582892417907715
1259,2021-10-01 11:27:39,I'm in the mood to burn some money. Y'all know what it means.. Exactly it's time to gamble in the online casino  Chop chop fill up my crypto balance and watch how fast I can burn your money  Catfish catfishfindom findom cryptofindom crypto btc bitcoin eth ltc  https://t.co/wHqCzrZag0,I'm in the mood to burn some money. Y'all know what it means.. Exactly it's time to gamble in the online casino  Chop chop fill up my crypto balance and watch how fast I can burn your money  Catfish catfishfindom findom cryptofindom crypto btc bitcoin eth ltc  ,0.0016077160835266113
1260,2021-10-01 11:27:19,@nayibbukele @chivowallet If @michael_saylor started the investment thesis for #Bitcoin @nayibbukele started the adoption thesis for #Bitcoin  https://t.co/jQ3MWSIr0X,  If  started the investment thesis for   started the adoption thesis for   ,0.00520557165145874
1261,2021-10-01 11:27:10,El Salvador's economy grew by 24.5% in the second quarter of 2021. @nayibbukele   #Bitcoin  🇸🇻🏆🇸🇻🏆🇸🇻  https://t.co/B9prZg2SYB,El Salvador's economy grew by 24.5% in the second quarter of 2021.      🇸🇻🏆🇸🇻🏆🇸🇻  ,0.4983087182044983
1262,2021-10-01 11:26:52,Just takes away his credibility. Saying one thing and doing something else.,Just takes away his credibility. Saying one thing and doing something else.,0.005254864692687988
